original_index,text,product_title,price,rating,content_hash,info_complete,is_actionable,complaint_category,resolution_recommendation,quality_status,model_id
4681,"This item is light plastic, like a toy.  The strap says it is genuine leather.<br /><br />To set up and use the watch requires downloading an app on one's smart phone, and appears to be a complicated process.  I downloaded the app, then decided to forget it.  I am not sure what neat functions this watch might be able to do, perhaps alarms that you set up on your smart phone.  I will never know.<br /><br />I got this for an older woman with macular degeneration.  She can't use a computer, doesn't have a smart phone, and anything technical or complicated eludes her.  I wanted a watch for her that would speak the time out loud, since she can't see her clocks anymore.  If she had, and could use, a smart phone, she could just ask Google Assistant to tell her what time it is!  She wouldn't need this watch.<br /><br />After you purchase the app, you get an email from a personal assistant who offers to help you if you have trouble setting up the watch.  This watch looks too cheaply made and complicated for me to bother with it.  I am returning it.",FIVE SENSES - Bluetooth Atomic Talking Watch for Visually Impaired - App Controlled Second Generation Atomic Talking Wrist Watch for Blind and Seniors - Large Numbers Watch (Silver),39.99,1.0,b2a4e70775d4ed7c54790fcba89d8541fa1c6eb0783ba276bfa05ac3ff340601,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
728,I must have a big head because these things are way too tight,"Sweat Headbands for Women - 5 Pack Cotton Sweatbands for Women Elastic Yoga Headbands, Women's Non Slip Headband Sweatband for Sports, Workout Or Running, Sweat Headwear Bands",8.49,2.0,e691d4d5884ff9bc530b62a9b03e9b4e90ef8e3c5144b7fe342bb45c934a012a,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
40417,Had only a few days not as sturdy as i hoped for it broke. The pins that hold leather strap in fell out.,"Mehr Classic Leather Valet Key Chain & Key Rings | Elegant, Timeless, Multi-ring Keychain - Red",14.71,1.0,d96a1ff0ee52b1bb44910c4f5c30282d66841efaa4b11d01e54c4a9785b93067,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
47573,To tight nice fit if i was able to wear it so if u get it 2 sides up and the legs on the fit was to short,EOSIEDUR Women's Two Piece Outfits Zip Top Jacket and Elastic Waistband Pant Women Sweatsuit Tracksuit Sets,36.99,1.0,de53d541ed2c1bc53ac53f35ad414555276201f99ece35d08c9060e660e73437,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
17672,"Really cute charm but the donut is only on one side.  The other side is flat white plaster. Not 360 degrees so the donut - just 180 degrees of it. So depending on which side view you have, it's only 1/2 cool.",Sexy Sparkles Fuchsia Doughnut Clip On For Bracelet Charm Pendant for European Charm Jewelry with Lobster Clasp,9.99,2.0,6d36ee05e2a26b68e76beb2b632b01f0589a32d22d9ac7ec16df7e2957b768c9,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
24276,"The costume was sold as an adult costume and did not offer sizes. When I received it it was much too short and small for me and I am 5 Ft 11, average adult size. The package said size large implying it was Not one size fits all and there were options but not when ordering so beware that a large was much too short and small for 511 adult","Zi Xi & Zi Qi Inflatable Dinosaur Costume Adult Size, Blow up Dinosaur Costume, T Rex Costume, Inflatable Costume, for Halloween Cosplay Party Christmas (Classic Brown)",39.99,2.0,ae83085727a557f253d88c28574ce475695cbc9dcd2a9601268944ab9f78a5fe,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
35535,"It is not the typical newsboy but it will do for now, which is why 2 stars.  The brim of the cap is smaller than the photo and the cap is very floppy.  It sour scent so I will be sending it to the cleaners before I wear it.",Belsen Unisex Cotton Corduroy Newsboy Cap Gatsby Ivy Hat,13.95,2.0,3177244f9b10d5fb650212178003c877d8c4c26bd407f83d0a3238005e943b1a,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
59245,Came in defective the lights do not work,Spooktacular Creations Adult Unisex LED Light Up Stick Figure Costume for Halloween Cosplay Party Role Play Dress Up Costume,27.99,1.0,fdce3114adb0281435d7cb653b6585496cc226737d9becac6dd3bb05dfcaac0e,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
30346,I ordered size M which is my size and this one looks much bigger than it should be .,"Nike Men's Dri-Fit Tech Pack Training Top (Medium, Volt)",49.99,2.0,4dc8a99c12a17c032fedf0b59b27b7b3c18d248287a80e1ef9de7f00429b7010,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
48439,Was to big for my steering wheel. I have a Toyota Corolla 2013.,"Chris Kyle Steering Wheel Cover, Universal-Fit, Easy to Install for Cars, Truck, Van, SUV",19.99,2.0,91eb07c4655df1698ee05e9e05bc5d4076b8bf6c1c38528e184834b6f584634c,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
29688,Really bad product never get that again please be aware,Online-Welcome OWL - Non Prescription Glasses - Clear Lens Black Frame - UV Protection (1 Pair),3.79,1.0,a462760790d84d58c3df54f9989e6215cb21112dbcf4c53c60f59a009ffc0b4e,0,1,N/A,Full Refund,PROCESSED,gemini-2.5-pro
39411,THESE ARE FAKE HUNTER BOOTS. I purchased them and within a year they cracked and split. Hunter will not honor their 2-year warranty because this is a 3rd party unauthorized seller. Amazon was unwilling to help me or make this right.,"Hunter Women's Original Play Rain Boot, Black, 9 M US",119.95,1.0,6bdd31494db8a2a9f03a0d6f3566afb9518c0012a323d26d9438bdee9453bef0,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
59022,Hard to read,ChubbyChicoCharms Always On My Mind Forever in My Heart Adjustable Bangle Charm Bracelet Set of 2,23.99,2.0,d1cf9482bddcfc04d431b02f87fbbcd34db03eb8517ba3febb15596924969c8b,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
23706,"Very rough material. I expected something much softer.  They are 100% percent cotton, but they are not very soft or comfortably. This is one of the big problems with buying products on line, you can not touch or feel.",b.m.c BMC 12pc Multicolor Cotton Fabric Extra Large 21 Inch Square Bandannas,19.95,1.0,3786d20be06afbddecf130d804bdd783296cbc3048847528947953f0cbe4b52a,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
32867,"Love it, rich color, doesn't bleed, fits my big wrist great. The locking mechanism sucks though. It's a pain in the butt to put on and after about a week of wearing it the bolt falls out and the whole bracelet falls off. Will update the review if it changes! But at this rate I'm scared to wear it because i know it'll fall off somewhere and be lost.","OSS/BJJ Combat Sports - Brazilian Jiu Jitsu Ranked Bracelet - BJJ Wristband - Jiu Jitsu Bracelet - Selection of Colours (Purple, 24)",7.16,2.0,cb80cd8d45fe6d427f166b2bf362180ee2bf5697c3023c140fc62a45cd793be0,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
38461,Rust after a while. Keep away from water,Fashion Gothic Women Ladies Crown Head Chain Headpiece Headdress Headwrap Hair Chain,2.92,2.0,3da0815b16bad4912de69094c3a78d0d1356433d09761bad26ea671d109fa9ce,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
46553,Durability is terrible on this lanyard.  The safety breakaway broke on it within 6 months. The clip adjustable length broke next .  Finally unusable after trying to fix it myself.,"GOVO T3 Lanyard ,Durable Round Cord,Metal Hook,Breakaway Buckle,Safety Breakaway (Black(Logo))",9.5,1.0,970db4f3c42ec2c69f21f374fda8234a6cda67820b11bc742deb80149f005109,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
58876,The ball at the end of the plastic hook was too big and so couldnt work with the glasses.,Geborilma Kids Glasses Strap Elastic - Adjustable Eyeglass Band for Kids Toddler Baby - Eyeglasses Straps for Sports,8.79,1.0,1cae0b77bd67e4ab99b9dc984ce5af805cd466c048582c52409a3e43785087c3,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
23905,"I ordered the arm guards pictured above and this is the second time theyve sent me the wrong pair. I want to pair with a hand can go all the way through and I dont have to worry about threads digging into fingers or awkward thumb holes that are hard to fit on smaller Hands. Which is why I ordered this pair. And yet they sent me the same pair that has threads that go between the fingers, and are not very sturdy I might add, and has a large very low said thumb hole that I cannot get to fit on my hand comfortably. Do not buy from this listing if you want was actually pictured.","PROFORCE Forearm Guard, Black (Medium)",18.49,1.0,1a66101652e19e86f1940a94fc1cec6752a6164a4624785a7e0c55054e25e18e,1,1,Wrong or Incomplete Order,Full Refund,PROCESSED,gemini-2.5-pro
1048,Made super cheap they dont look like the picture,Adult Sequin Mitts N7303GOL Gold One-Size,13.8,1.0,84cfcf0c33ff4b96e3d823dbab8a7b2b0882440ac64362b61e95a8ab3df26923,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
54355,Nothing special,FOMIYES Gothic Ox Horn Hoop Headband Black Party Horn Evil Queen Cosplay Hair Band Hair Hoop Halloween Costume Bulls Horns Headband Accessories,16.99,1.0,a1b090ead975d455515f283dd07f50e41213ab2fdb375cc5581c589b2a556610,1,0,N/A,N/A,PROCESSED,gemini-2.5-pro
3232,Does not fit at the bottom does it stay together at the nose on top this was very poorly made,Canada Flag Irish National Flags Washable Mouth Filter Reusable Cotton Face for Adults Women Men Protect,8.99,1.0,4ccc68e7672e22e7bcb6e267d7e4fb52e4ce4d4d264196e4a8458bb7918a34b9,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
53684,Cheap junk,FANSING 316L Surgical Steel Piercing Earrings for Daith and Helix,14.99,1.0,ef94a094470a82ddd00a4ea30dd504ab5c437a0bba4fd40b74555fa446ff4071,0,1,N/A,Full Refund,PROCESSED,gemini-2.5-pro
18923,Changed the fabric and these are now see through! So disappointed.,90 Degree By Reflex High Waist Squat Proof Tummy Control Power Flex Yoga Capris with Side Pockets,18.99,1.0,f1446f69d36affb20a8a55742514802e037fd5312e8f619fd54fbf40a44bbe0a,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
55465,Broke in 5 mins waste of money,"MUZHE Charm 3D Red Rose Flower Pendant Necklace, Romantic Rose Flower Necklace for Women, Personalized Red Rose Statement Necklace for Girls, Gardeners Necklace",8.55,1.0,fde30735c24847cc65ade9c72830944da5e31f06a8c24886a86d3a54bdc07e5e,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
38023,I liked the color.,NINEXIS Womens Long Sleeve Fleece Pullover Hoodie Sweatshirts,34.99,2.0,c1abd9555de61ce59ce70dba08e9256d6977097997779a628d2f8abf73d3f48b,1,0,N/A,N/A,PROCESSED,gemini-2.5-pro
17145,"Does not play in our player, the format is not accepted",Robin Hood - Disney Classics,47.2,1.0,acd0dfcb07cbfbf3dd25ac2688f22be8d930e0cf76ff23d312836186ad4c3577,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
51281,Cheaply made,"adidas Face Covers, 3-pack, Unisex Adult, Wild Pink/Hazy Rose/Black (Medium/Large)",12.99,1.0,5fd4122a6e25111ef5759ba4dd33919b44d492ef36db90d24ab947b413b32ab1,0,1,N/A,Full Refund,PROCESSED,gemini-2.5-pro
16966,Its very cute !my daughter loves it but like everybody said you cant easily put him on the horse .you can spread the legs and force it really hard to hug the horse but the body weight is too much and the horse just falls over with the Pedro thus making having the horse not functional.Knowing that I would not have bought it and do not recommend unless you just want Pedro in his uniform.,Peppa Pig Cowboy Pedros Western Adventures Figure and Rocking Horse Accessory Gift Toy Easter Holiday,12.53,2.0,6985c4520d96add16672f9e1258f4c03dbd8940570580729656f4437fc2d5b97,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
2634,"Worn them less than 10 times, for a short period of time, and stitching is coming apart in 4 places plus 1 eyelet came off. Poor product.<br /><br />Update: Review of product the same. I contacted company and they did send me new pair, so 5 stars for customer service.",Unstitched Utilities Women's Cosmo Vegan Quilted Sneaker,59.99,1.0,73f553b97061d17cfbbde1b56165c1fa7e8475a50003e5b2575563377946a3ac,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
49786,Cheap looking,"GIFTS INFINITY Hip Hop Bling Silver Tone Jesus Face Pendant Free 24"" Rope Chain #1067",9.95,2.0,b8869a97a21711d13a040393f2db62aa9bab62c2ba0360074630595d96329c8b,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
14473,Pretty pattern. I've bought Jack Smith before so I ordered my usual size Large.  It was about 2 sizes too small.,JACK SMITH Womens Tennis Skirts with Shorts Golf Skirts for Women with Pockets Crossover Skirt Breathable,8.99,1.0,32654230742c8d874048c9307c1aa10dd07fe00013661bdfc0868a08661656af,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
10709,I like the bracelet but it is big on my wrist. Wish you could adjust the size,"ForeverWill NO MRI Device Implant Medical Alarm Bracelet Personalized ID Alert Leather Bracelets for Women Men Emergency Identification Jewelry,Customized",10.69,2.0,f4e15be19671d5effb5f4e96ed83f9286fe6b40b748340a05b5f9b5dd4e3fddc,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
39621,The material of the shorts is disappointing,iiniim Baby Girls 3PCs Flower Outfit Headband + Vest Top + Shorts Clothes Set Blue 18-24 Months,12.99,1.0,f2741e842fe271157faa20119b26417ad7c6c39fc88e11c2ea0777bc1a73f1a7,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
17940,Not designed for those with shoulder problems.,QBSM Women's Shawl Wrap Poncho Ruana Capes Open Front Cardigan Blanket Wraps for Fall and Winter,29.99,1.0,e24ebc233be9711ec83f8da6e598eb44500c99c9d2543b3fb1820701e27aa669,1,0,N/A,N/A,PROCESSED,gemini-2.5-pro
37949,Used them as party favors for an event and a couple of people texted me letting me know it broke as they were trying to pin it on. Embarrassing. Cheap quality,"Tinksky Diamante Wedding Party Pageant Tiara Crown Corsage Brooch Pin Valentine's Day Gift, pack of 12, Gold, 2.8 * 2 * 2cm",7.49,1.0,f70d719c144c75998f2255f05be86cbbb93517c85e4cae9c675b66c3ac6e7e8a,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
54498,Very fragile and poor quality. It broke apart when my daughter put it on for the first time. Refund please.,Deniferymakeup Exaggerate Metal Skeleton Bracelet Halloween Accessories Ghost Claw Ornaments Gothic Finger Skeleton Bracelet Flexible to Wear for Your Halloween Cosplay Costume,9.98,1.0,72fd2d0494e74246e9050467155c5cd7ef8522e77ab6520f89db3f1d619e5dc0,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
5406,"Soo this was a weird fit , Im thicker in the bottom smaller on top , ordered a xl and they were almost to small and the top was waaaaay to big . I looked crazy , returned immediately. If your're thick in all the right places this may not be for you sorry hun .. If you have a smaller  figure  it would work . I ordered the windbreaker tracksuit",EOSIEDUR Women's Two Piece Outfits Zip Top Jacket and Elastic Waistband Pant Women Sweatsuit Tracksuit Sets,36.99,2.0,63191b5c8b41eede663ede4cbc3efa405253fb1393c6758e28587698a6510b84,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
19614,Great service and all however the glasses don't look like what the picture shows. The lenses are more brown than mirror like blue.,Owl Classic Aviator Full Mirror Lens Sunglasses Metal Frame Gold Color Men Women,3.99,2.0,b331c0047863e50da0df82734e4d4647c633a917406217ea0902fbf1e719734f,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
39717,Was a Christmas gift.  My son put it on and the sound lasted for about 2 minutes.  A bit disappointed.  Would have liked to have it exchanged but I did not see this option on my order site.,"SoundBot® WEAVE HD Stereo Bluetooth 4.1 Wireless Smart Beanie Headset Musical Knit Headphone Speaker Hat Speakerphone Cap w/ 5Hrs Music Streaming & 7Hrs Hands-Free Talking, 60Hrs Standby, Built-in Mic",14.99,1.0,54c05fae19dd5201fff8bc5accc05a44662801316ee2f8a7ed906d25a64277e4,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
49825,As soon as I tried to put the bracelet on the clasp broke.  The charms are pretty and the bracelet is durable. Very disappointing!,YOUFENG Love Beads Charms Bracelet for Girls Women Snake Chain Unicorn Charm Flower Charms Bracelets Birthday Gifts for Her,12.99,1.0,157ffe85207e424a24817715d7939922229349958d536640454b21533ea9fedf,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
46603,"Purchased to wear with costume, could not wear due to inability to see through the mask.","HOMELEX 2 Pieces Full Face Mask, BW 2nd Skin Masks,Halloween Spandex Hood for Unisex Cloth",10.99,1.0,92862f6ba6753f20e44d3ef53d24b0a42f771025167bec79a357442f9177b415,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
11695,Runs small. Order size up.<br />Cheap material. Cute to wear one time,Baby Girl Rabbit Romper Pink Tulle Tutu Dress Baby Girl Easter Princess Party Clothes Outfits,7.99,2.0,7aa2e384444f757b077ea1810c646ad0cfef33e724cff0b0d827f82151e33365,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
31143,Súper fea no la recomiendo se ve demasiado barata para el precio que manejan,"Rodeo Clothing Womens Western Casual Button Down Shirt, Embroidered Cowgirl Country Outfit Shirts for Women",54.99,1.0,8f32d94edc297347fd474414fe583193d68e59aac03a17ae5d3c91d40733bb01,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
11762,But its too small!,"Gem Stone King 925 Sterling Silver London Blue Topaz and White Sapphire Leverback Earrings For Women (1.18 Cttw, Gemstone Birthstone, 3/4 Inch)",49.99,2.0,9ffb92defdfcddda5067ab5a1cb847601356ac6c941d9cbed899b4c540268964,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
51207,"Poor quality, form of hat is not set; actually arrived as flat hat, seems used poor, cheap or wrong material; sawing not well  - noticed a whole 3cm... I am not sure if i can alternate it and keep it?!> I'll try stop by to hobby-lobby and think how to fix the form/shape.","BESTOYARD Captain Yacht Hat Cap Adult Costume Hat Sailor Navy Marine Admiral Hat for Halloween Costume Accessory, 8.6 x 6 x 2''",11.99,1.0,76ce338ef8d1d4a3cd919e3ad46544b1fb12180ea2025a097aa056886de6b0eb,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
47549,"Definitely not a compression sleeve.  More like a thick nylon pantyhose on your arm!  Be careful washing it.  Again, like pantyhose, the material will &#34;run&#34;.",The Elixir Arm Sleeves UV Sun Protective Arm Compression Cover Warmer Cooler,9.99,1.0,e0562834af5f6c021e3b6f46e47f24e3ec3415601ed4b1c1f7d1e619f79d327c,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
38824,no good!,Outop Fashion Korean Style Floppy Wide Brimmed Summer Beach Bow Hat Women's Straw Sun Hat Cap,49.99,1.0,e199d2c223b778735bc89d5fd6b69794782f4e58cb3bc4e38600c88bcfed363a,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
34241,"Adorable, super stretchy but and HUMONGOUS on my 4 year old. I ordered the 3/5 year ones and they'll probably fit her until she's 7. She wears a size 7/8 toddler.",Jastore 5 Pairs/3 Pairs Unisex Baby Girl Boy Lace Stocking Knit Knee High Cotton Socks,11.99,2.0,47933e21ccda2476676f37b834363207ed36da4b1fb462739e2564f9acc3ba60,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
33814,"The sock is made of a comfortable material, but it was a bit too long and also caused pressure marks just below knee,  just below calf, and at ankle, as the day wore on.",Copper Fit Energy Unisex Easy-On/Easy-Off Knee High Compression Socks,11.88,2.0,7b0e7f497a4852cc5720f46e9550fb5636637ca3ea67f81376cbe7868bae0be9,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
49298,my foot size is 10.5.  L/XL socks are a stretch. Would definitely be too small after washing.,Bombas Men's Merino Wool Running Ankle Socks,49.99,2.0,5fb371a8d493aa53c94d7d28896afed460c6584732f5270594854be6c1074115,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
15066,"I purchased this shirt as a 2XX so that I could wear it as a comfy oversized sleep shirt.  Pfffffffffffft!  Silly me!  I gave it to my husband, who wears a medium t-shirt and has for years.  Fits him perfectly.  I mean PERFECTLY... so beware - apparently 2X  means medium!",Beopjesk Women's Sloth Running Team T Shirt Short Sleeve I Hate People Graphic Tees Tops,18.99,1.0,a15ff17d01db7dab94e6872c4486c966ad69d9d411b68858fa8ccedbe4143844,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
32028,I expected it to be cheap but not this cheap. Please be sure before ordering that you note one arm is sleeveless and the other has a sleeve. I had planned to cut off the one sleeve but the material is such that it would destroy it. The waist is way too wide for my size. I tightened it as much as possible and it's still loose. I also expected to have cleavage but the top goes very high up (much higher in than in the pix) so it completely covers my chest. Overall it just looks wrong one someone my size. I'm 5'4 -110lb. 334b,Fashion Queen Women's Faux Leather Cape Cloak Costume (Black) One Size,21.99,2.0,eb6b656a559be19e6da601bdc8122700c63147821cc4077a74f107c887c5e1bd,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
5518,Poor.,QGGQDD Joggers for Women - Sweatpants with Pockets Yoga Lounge Black Workout Pants,15.99,2.0,f5961e194b24e419e2f5ae8e1124ab81162f979d4193db91e0a26c7ec2c71ee2,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
1185,This are tiny for infants. or maybe babies.,Owl Round Retro Small Circle Tint & Mirror Colored Lens 43-55 mm Sunglasses Metal,9.97,1.0,5f3fde066fbadfe709dcbdd2ecef875d94a62e873aaa10f4869374fa991a9b12,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
51976,the screw fell out after 3 weeks of having the damn earrings was very upset and dissapointed because i felt like i was really ripped off,Square Invisible Cut Clear CZ Basket Set Sterling Silver Stud Earrings 4mm,4.99,2.0,4406f23d48bd8a59985884ebe5dbab05667583d4d441aa9c4f85a64edb88aab3,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
35808,Too bad it isnt like standard shirt sizes. I wear a 3x-4x and this fits like a 1x,NELEUS Men's 3 Pack Dry Fit Y-Back Muscle Tank Top,23.95,1.0,e5cc6588ac991a05ca84f9d788da509e75ca1ec96b117c39cdd0b8e3268d021f,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
33782,Not so much,Carved Swirls Rhodium Plated Brass Non Piercing Ear Cuff & FREE ITEMS by PIERCE ME,7.99,1.0,63d3a4727ffa4f42d0aca71080819b3a4da72380c81abcb4b69558e934959f52,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
3851,Cheap,Masonic Glass Necklace - Eye of Providence and Pillars Pendant with Masonic Symbols/Free Mason,13.99,2.0,1834baa086de3647cd77a17adac84cea37a2731703086844835c87ff930713a0,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
2553,"Well, I bought these to wear at out martial arts winter retreat.  I was thinking, nice, loose fitting pants to wear around the retreat center.  Comfortable enough to sit through lectures, and loose enough to do physical classes.  Well, the reality is, of all the pants I bought, only one survived being washed, and the others ripped from gentle use.  I thought at first it was just one pair, and the others would turn out fine.  Nope, happened with them all.","LovelyThaiMart - Blue and Purple 2 Tone Thai Fisherman Pants for Men & Women Trousers Perfect for Yoga, Martial Arts, Pirate, Medieval, Japanese Samurai Pantalones",24.99,1.0,c42abc8b15c7cd3df6ac03c551573191af213b6d05c1d8d6a1d420b75fb356b7,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
28804,Only received one cord. Clasp broke immediately. Would not recommend.,"Black Satin Silk Necklace Cord [2 Pack - 18"" & 24"" Inch] Woven Chain Rope with Silver Clasp for Women Girls Jewelry Pendants",19.99,1.0,9f2be0304593cf9ce3580965c53eec3736a3184deff3599d0ed3fe10437830af,1,1,Wrong or Incomplete Order,Resend,PROCESSED,gemini-2.5-pro
20528,The product doesn't fit a &#34;petite&#34; category because it was larger than expected.,Ann West Pretty Petite Basic Raglan Shoulder Pads Style SP6022,15.99,2.0,ddde3563a73a1b8e550b6e5b6b95a9888a7de8513e80076bc9c0d9bd1e8581fb,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
47934,"The toddler size fits my 3 year old, 31 lb girl. However after one wear (even before washing) its already pilling badly and looks old and worn. Not what I expected from dancewear that should stand up to some light use.",Capezio Girls Short Sleeve Leotard - Girls,9.48,2.0,f48b55422d8fd37c73779e2e9873e3ff8684d37baf1118efcb9b171f0da5d392,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
32215,"Cheap, thin, and fragile glasses","Owl Aviator Pilot Sunglasses For Women Men Size Medium Gold, Black, Silver, Bronze Metal Frame",3.99,1.0,a355a939584236e902269dbf8b55e5ab85b320b478af82a0251f5a2b4535ee72,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
14044,Bad quality. What else can I say?,NiuZaiz 1pc Mouse Ears for Christmas Parties and Birthday Costume Parties,6.99,1.0,01ec51c913ddf1b91f1e4f945a4450ff4dc7538ee6f0b3fed466f5422c854eb0,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
62399,What a joke!!! There is NO end ball!!!,Crazy2Shop Sterling Silver Set of 20 Clear Simulated Diamond Nose Stud Box 1.5 mm with End Ball,11.99,1.0,0829eafce927cf21b46e87db54857b780afcff4616a2fe3c2abff3a96dd2912a,1,1,Wrong or Incomplete Order,Resend,PROCESSED,gemini-2.5-pro
18811,its strong but it messed up two of my metro cards be careful with cards,"Fidelo Minimalist Wallet for Men - Slim Mens Wallet Card Holder RFID Blocking Wallet And A Pull Tab Design For Quick Card Access, Made Out Of Full Grain Genuine Leather - Edge Crazy Horse Black",14.99,2.0,f70baa861c9f12a89c3517e54f340064fe9c7b450c01066b16965679c9e2897c,1,0,N/A,N/A,PROCESSED,gemini-2.5-pro
26499,The product appeared to be used and was unraveling,Beita Gwen Stacy Cosplay Costume Spandex Fabric Halloween Superhero Bodysuit,45.99,1.0,8146f6ac8ee2239b4a1e7b26c14166d5eee8e9b8ac662eebd5a20c6e4e6ce0d5,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
45130,I got this for a gift. There is no charm!,Capital Music Note Initial Letter Necklace Charm 925 Sterling Silver Cursive Alphabet Pendant Women Men Unisex Monogram Name Bridesmaid Birthday Gift,14.99,1.0,6f6942a8a4d118c03990e056e90628862845fa6c56ebde52145f8251b8e5dde7,1,1,Wrong or Incomplete Order,Resend,PROCESSED,gemini-2.5-pro
15954,Tire of these i really regreat to order another one right away the fitnis good that's all materialnis sucks!!!!,"Wangdo Men's Tapered Sweatpants,Slim Fit Joggers Workout Athletic Gym Pants with Zipper Pockets",23.96,1.0,e7fe6156492c283364872e42639b870c7d8dd583d2c644ba67b4774b69b1f15f,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
63258,Not what I expected. Isn't loud at all.,COLORFUL BLING Whistle Pendant Necklace Coach Whistle Emergency Survival Whistle for Camping Hiking Hunting and Pet Training Cylinder Pendant Necklace for Men Women,6.99,2.0,5bc7635b5a8d0a913ec22d9dc37bef399533b244169cebaa5a33f7fe5537907e,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
2604,I liked how the shirt fit and how it laid. What I don't like and can't stand is thin fabric. It's see through material. If the fabric was more substantial I could recommend it.,KOGMO Womens Short Sleeve Solid Basic Tunic Top Tee with Side Shirring,15.99,2.0,f9607df8a558de4701fa0784900f074ec3f9949e5719483ecd811460efe3aead,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
23087,"The design of these earnings is terrible. Unless you have strong super skinny hands, move on. They look nice but getting the clasp out and getting it back into the barrel that it slides out of using your hands is impossible. Maybe there is a tool I'm not aware of to make this easier to install.",Continuous Endless Hoop Round Circle Small Sterling Silver Earrings 12mm,9.99,1.0,32f262e40e99382a6e6cc74adca67a9a3a19dd482b3a4f05973e6f94ee68d7e1,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
